Brand,Items,Subcategories,Indicator,Score,Mentions,CoreIndicator,Polarization,Reason,Evaluated_At
資生堂,水離子熱防禦UV隔離露N,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,水離子熱防禦UV隔離露N,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,水離子熱防禦UV隔離露N,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,水離子熱防禦UV隔離露N,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,超漾光高防曬妝前乳SPF50+/PA+++,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,超漾光高防曬妝前乳SPF50+/PA+++,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,超漾光高防曬妝前乳SPF50+/PA+++,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,超漾光高防曬妝前乳SPF50+/PA+++,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,超漾光高防曬妝前乳SPF50+/PA+++,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,金緻奢華賦活防曬隔離乳,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,金緻奢華賦活防曬隔離乳,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,金緻奢華賦活防曬隔離乳,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,金緻奢華賦活防曬隔離乳,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,金緻奢華賦活防曬隔離乳,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花輕透UV防曬乳,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花輕透UV防曬乳,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花輕透UV防曬乳,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花輕透UV防曬乳,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花輕透UV防曬乳,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒輕透光采UV防護乳,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒輕透光采UV防護乳,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒輕透光采UV防護乳,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒輕透光采UV防護乳,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒輕透光采UV防護乳,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,STEP1 第一步玫瑰水感防曬乳 SPF50+/PA+++,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,STEP1 第一步玫瑰水感防曬乳 SPF50+/PA+++,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,STEP1 第一步玫瑰水感防曬乳 SPF50+/PA+++,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,STEP1 第一步玫瑰水感防曬乳 SPF50+/PA+++,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,STEP1 第一步玫瑰水感防曬乳 SPF50+/PA+++,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
雅詩蘭黛,UVFinity 抗氧輕透 UV 防護乳SPF50+/PA++++30ml,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
雅詩蘭黛,UVFinity 抗氧輕透 UV 防護乳SPF50+/PA++++30ml,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
雅詩蘭黛,UVFinity 抗氧輕透 UV 防護乳SPF50+/PA++++30ml,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
雅詩蘭黛,UVFinity 抗氧輕透 UV 防護乳SPF50+/PA++++30ml,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
雅詩蘭黛,UVFinity 抗氧輕透 UV 防護乳SPF50+/PA++++30ml,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,全新超輕盈UV水凝露SPF50 PA++++,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,全新超輕盈UV水凝露SPF50 PA++++,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,全新超輕盈UV水凝露SPF50 PA++++,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,全新超輕盈UV水凝露SPF50 PA++++,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,全新超輕盈UV水凝露SPF50 PA++++,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,冬蟲夏草精華防曬乳SPF50+ PA++++,防曬乳,防曬係數,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,冬蟲夏草精華防曬乳SPF50+ PA++++,防曬乳,清爽透氣度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,冬蟲夏草精華防曬乳SPF50+ PA++++,防曬乳,防水抗汗力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,冬蟲夏草精華防曬乳SPF50+ PA++++,防曬乳,不泛白自然度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,冬蟲夏草精華防曬乳SPF50+ PA++++,防曬乳,底妝相容性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,口袋雙色修容打亮盤（小金盒）,打亮/修容,粉質細膩度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,口袋雙色修容打亮盤（小金盒）,打亮/修容,暈染力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,口袋雙色修容打亮盤（小金盒）,打亮/修容,色調適合度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,口袋雙色修容打亮盤（小金盒）,打亮/修容,顯色力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,口袋雙色修容打亮盤（小金盒）,打亮/修容,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,恆久完美立體高光餅,打亮/修容,粉質細膩度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,恆久完美立體高光餅,打亮/修容,暈染力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,恆久完美立體高光餅,打亮/修容,色調適合度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,恆久完美立體高光餅,打亮/修容,顯色力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,恆久完美立體高光餅,打亮/修容,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花亮彩盤,打亮/修容,粉質細膩度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花亮彩盤,打亮/修容,暈染力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花亮彩盤,打亮/修容,色調適合度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花亮彩盤,打亮/修容,顯色力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧緹花亮彩盤,打亮/修容,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒水潤聚光棒,打亮/修容,粉質細膩度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒水潤聚光棒,打亮/修容,暈染力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒水潤聚光棒,打亮/修容,色調適合度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒水潤聚光棒,打亮/修容,顯色力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒水潤聚光棒,打亮/修容,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,【打亮】藝術大師放膽玩色頰彩,打亮/修容,粉質細膩度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,【打亮】藝術大師放膽玩色頰彩,打亮/修容,暈染力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,【打亮】藝術大師放膽玩色頰彩,打亮/修容,色調適合度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,【打亮】藝術大師放膽玩色頰彩,打亮/修容,顯色力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,【打亮】藝術大師放膽玩色頰彩,打亮/修容,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,零粉感超持久聚光棒,打亮/修容,粉質細膩度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,零粉感超持久聚光棒,打亮/修容,暈染力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,零粉感超持久聚光棒,打亮/修容,色調適合度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,零粉感超持久聚光棒,打亮/修容,顯色力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
蘭蔻,零粉感超持久聚光棒,打亮/修容,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,金緻美肌粉,打亮/修容,粉質細膩度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,金緻美肌粉,打亮/修容,暈染力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,金緻美肌粉,打亮/修容,色調適合度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,金緻美肌粉,打亮/修容,顯色力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,金緻美肌粉,打亮/修容,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,成膜速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,噴霧細緻度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,清爽不黏膩,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,控油保濕平衡,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,氣味接受度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,抗摩擦力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,無極限持久定妝噴霧,定妝噴霧,防水抗汗,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,成膜速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,噴霧細緻度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,清爽不黏膩,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,控油保濕平衡,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,氣味接受度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,抗摩擦力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,FIX+超持妝零暗沉定妝噴霧,定妝噴霧,防水抗汗,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,成膜速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,噴霧細緻度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,清爽不黏膩,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,控油保濕平衡,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,氣味接受度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,抗摩擦力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,名模肌密保濕持妝噴霧,定妝噴霧,防水抗汗,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,成膜速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,噴霧細緻度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,清爽不黏膩,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,控油保濕平衡,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,氣味接受度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,抗摩擦力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧保濕定妝噴霧,定妝噴霧,防水抗汗,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,成膜速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,噴霧細緻度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,清爽不黏膩,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,控油保濕平衡,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,氣味接受度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,持久度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,抗摩擦力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,超光肌活氧定妝噴霧,定妝噴霧,防水抗汗,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,武士刀眉筆,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,武士刀眉筆,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,武士刀眉筆,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,武士刀眉筆,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,武士刀眉筆,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,三效眉彩釉,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,三效眉彩釉,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,三效眉彩釉,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,三效眉彩釉,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,三效眉彩釉,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,持色眉筆,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,持色眉筆,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,持色眉筆,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,持色眉筆,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,持色眉筆,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,絲滑持久眉筆,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,絲滑持久眉筆,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,絲滑持久眉筆,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,絲滑持久眉筆,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
YSL,絲滑持久眉筆,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧絕對搶眼造型眉筆,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧絕對搶眼造型眉筆,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧絕對搶眼造型眉筆,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧絕對搶眼造型眉筆,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
DIOR,迪奧絕對搶眼造型眉筆,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒防水斜角眉筆,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒防水斜角眉筆,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒防水斜角眉筆,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒防水斜角眉筆,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
CHANEL,香奈兒防水斜角眉筆,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,AQUA 24H 超防水斜角塑眉筆,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,AQUA 24H 超防水斜角塑眉筆,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,AQUA 24H 超防水斜角塑眉筆,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,AQUA 24H 超防水斜角塑眉筆,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
MAKE UP FOREVER,AQUA 24H 超防水斜角塑眉筆,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,超防水斜角眉筆,眉筆,筆芯滑順度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,超防水斜角眉筆,眉筆,筆芯硬度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,超防水斜角眉筆,眉筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,超防水斜角眉筆,眉筆,持妝抗暈力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
Bobbi Brown,超防水斜角眉筆,眉筆,防結塊,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,超持久抗暈眼線液,眼線筆,防水防油抗暈力,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,超持久抗暈眼線液,眼線筆,防沾染,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,超持久抗暈眼線液,眼線筆,筆觸滑順度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,超持久抗暈眼線液,眼線筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
植村秀,超持久抗暈眼線液,眼線筆,筆尖設計,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,引釉眼線筆,眼線筆,防水防油抗暈力,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,引釉眼線筆,眼線筆,防沾染,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,引釉眼線筆,眼線筆,筆觸滑順度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,引釉眼線筆,眼線筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
資生堂,引釉眼線筆,眼線筆,筆尖設計,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:22:47
M.A.C,24H超細緻眼線液,眼線筆,防水防油抗暈力,4.67,3,True,False,核心指標 ×1.3,2026-07-03 16:22:47
M.A.C,24H超細緻眼線液,眼線筆,防沾染,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:22:47
M.A.C,24H超細緻眼線液,眼線筆,筆觸滑順度,4.0,1,True,False,核心指標 ×1.3,2026-07-03 16:22:47
M.A.C,24H超細緻眼線液,眼線筆,顯色度,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:22:47
M.A.C,24H超細緻眼線液,眼線筆,筆尖設計,4.0,1,True,False,核心指標 ×1.3,2026-07-03 16:22:47
M.A.C,24H超細緻眼線液,眼線筆,綜合評分,4.2,,,,排除 6 則業配/疑似業配、16 則商品不符,2026-07-03 16:22:47
YSL,叛逆時尚超持妝眼線筆,眼線筆,防水防油抗暈力,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
YSL,叛逆時尚超持妝眼線筆,眼線筆,防沾染,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
YSL,叛逆時尚超持妝眼線筆,眼線筆,筆觸滑順度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
YSL,叛逆時尚超持妝眼線筆,眼線筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
YSL,叛逆時尚超持妝眼線筆,眼線筆,筆尖設計,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
DIOR,迪奧絕對搶眼眼線液,眼線筆,防水防油抗暈力,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
DIOR,迪奧絕對搶眼眼線液,眼線筆,防沾染,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
DIOR,迪奧絕對搶眼眼線液,眼線筆,筆觸滑順度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
DIOR,迪奧絕對搶眼眼線液,眼線筆,顯色度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
DIOR,迪奧絕對搶眼眼線液,眼線筆,筆尖設計,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
CHANEL,香奈兒絲柔恆采眼線筆,眼線筆,防水防油抗暈力,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
CHANEL,香奈兒絲柔恆采眼線筆,眼線筆,防沾染,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:23:21
